Name,Login,Method,URL,Body,Headers,Response JSON,Response Status
,devuser,GET,https://localhost:8000/workflow,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})","[1, 3, 4, 5]",200
nf_cloud_backend.tests.cases.test_workflow.RemoveWorkflowShareTest.test_permissions_admin,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devadmin"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '49', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'},200
,devadmin,POST,https://localhost:8000/workflow/1/share/remove,[2],"Headers({'host': 'localhost:8000', 'content-length': '3', 'content-type': 'application/json', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'})",,200
nf_cloud_backend.tests.cases.test_workflow.RemoveWorkflowShareTest.test_permissions_owned,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/1/share/remove,[2],"Headers({'host': 'localhost:8000', 'content-length': '3', 'content-type': 'application/json', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",,200
nf_cloud_backend.tests.cases.test_workflow.RemoveWorkflowShareTest.test_permissions_private,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/2/share/remove,[2],"Headers({'host': 'localhost:8000', 'content-length': '3', 'content-type': 'application/json', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",{'detail': 'User not permitted write access to this workflow'},403
nf_cloud_backend.tests.cases.test_workflow.RemoveWorkflowShareTest.test_permissions_read_access,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/3/share/remove,[2],"Headers({'host': 'localhost:8000', 'content-length': '3', 'content-type': 'application/json', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",{'detail': 'User not permitted write access to this workflow'},403
nf_cloud_backend.tests.cases.test_workflow.RemoveWorkflowShareTest.test_permissions_unauthenticated,,,,,,,
,,POST,https://localhost:8000/workflow/1/share/remove,[2],"Headers({'host': 'localhost:8000', 'content-length': '3', 'content-type': 'application/json'})",{'detail': 'Unauthorized'},401
nf_cloud_backend.tests.cases.test_workflow.RemoveWorkflowShareTest.test_permissions_write_access,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/4/share/remove,[2],"Headers({'host': 'localhost:8000', 'content-length': '3', 'content-type': 'application/json', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",,200
nf_cloud_backend.tests.cases.test_workflow.RemoveWorkflowShareTest.test_result,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devadmin"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '49', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'},200
,devadmin,POST,https://localhost:8000/workflow/3/share/remove,[2],"Headers({'host': 'localhost:8000', 'content-length': '3', 'content-type': 'application/json', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'})",,200
,devadmin,GET,https://localhost:8000/workflow/3,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'})","{'name': 'read-shared', 'owner_id': 1, 'description': '', 'definition': {}, 'is_published': False, 'read_shared': [], 'write_shared': []}",200
nf_cloud_backend.tests.cases.test_workflow.ShowWorkflowTest.test_permissions_admin,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devadmin"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '49', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'},200
,devadmin,GET,https://localhost:8000/workflow/1,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'})","{'name': 'owned', 'owner_id': 2, 'description': '', 'definition': {}, 'is_published': False, 'read_shared': [], 'write_shared': []}",200
nf_cloud_backend.tests.cases.test_workflow.ShowWorkflowTest.test_permissions_owned,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,GET,https://localhost:8000/workflow/1,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})","{'name': 'owned', 'owner_id': 2, 'description': '', 'definition': {}, 'is_published': False, 'read_shared': [], 'write_shared': []}",200
nf_cloud_backend.tests.cases.test_workflow.ShowWorkflowTest.test_permissions_private,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,GET,https://localhost:8000/workflow/2,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",{'detail': 'User not permitted read access to this workflow'},403
nf_cloud_backend.tests.cases.test_workflow.ShowWorkflowTest.test_permissions_read_access,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,GET,https://localhost:8000/workflow/3,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})","{'name': 'read-shared', 'owner_id': 1, 'description': '', 'definition': {}, 'is_published': False, 'read_shared': [2], 'write_shared': []}",200
nf_cloud_backend.tests.cases.test_workflow.ShowWorkflowTest.test_permissions_unauthenticated,,,,,,,
,,GET,https://localhost:8000/workflow/1,,Headers({'host': 'localhost:8000'}),{'detail': 'Unauthorized'},401
nf_cloud_backend.tests.cases.test_workflow.ShowWorkflowTest.test_permissions_write_access,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,GET,https://localhost:8000/workflow/4,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})","{'name': 'write-shared', 'owner_id': 1, 'description': '', 'definition': {}, 'is_published': False, 'read_shared': [], 'write_shared': [2]}",200
nf_cloud_backend.tests.cases.test_workflow.ShowWorkflowTest.test_result,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,GET,https://localhost:8000/workflow/4,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})","{'name': 'write-shared', 'owner_id': 1, 'description': '', 'definition': {}, 'is_published': False, 'read_shared': [], 'write_shared': [2]}",200
nf_cloud_backend.tests.cases.test_workflow.TransferWorkflowOwnershipTest.test_permissions_admin,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devadmin"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '49', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'},200
,devadmin,POST,https://localhost:8000/workflow/1/transfer_ownership?user_id=1,,"Headers({'host': 'localhost:8000', 'content-length': '0', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoxLCJleHBpcmVzX2F0IjozNjAwfQ.Qj9GnwdveHiHltqqbTEhIQuWvrKRbah0qtASEYi_7kw'})",,200
nf_cloud_backend.tests.cases.test_workflow.TransferWorkflowOwnershipTest.test_permissions_owned,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/1/transfer_ownership?user_id=1,,"Headers({'host': 'localhost:8000', 'content-length': '0', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",,200
nf_cloud_backend.tests.cases.test_workflow.TransferWorkflowOwnershipTest.test_permissions_private,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/2/transfer_ownership?user_id=1,,"Headers({'host': 'localhost:8000', 'content-length': '0', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",{'detail': 'User must be admin or owner of this workflow to perform operation'},403
nf_cloud_backend.tests.cases.test_workflow.TransferWorkflowOwnershipTest.test_permissions_read_access,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/3/transfer_ownership?user_id=1,,"Headers({'host': 'localhost:8000', 'content-length': '0', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",{'detail': 'User must be admin or owner of this workflow to perform operation'},403
nf_cloud_backend.tests.cases.test_workflow.TransferWorkflowOwnershipTest.test_permissions_unauthenticated,,,,,,,
,,POST,https://localhost:8000/workflow/1/transfer_ownership?user_id=1,,"Headers({'host': 'localhost:8000', 'content-length': '0'})",{'detail': 'Unauthorized'},401
nf_cloud_backend.tests.cases.test_workflow.TransferWorkflowOwnershipTest.test_permissions_write_access,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/4/transfer_ownership?user_id=1,,"Headers({'host': 'localhost:8000', 'content-length': '0', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",{'detail': 'User must be admin or owner of this workflow to perform operation'},403
nf_cloud_backend.tests.cases.test_workflow.TransferWorkflowOwnershipTest.test_result,,,,,,,
,,POST,https://localhost:8000/users/login/file/dev,"{""login_id"": ""devuser"", ""password"": ""developer""}","Headers({'host': 'localhost:8000', 'content-length': '48', 'content-type': 'application/json'})",{'jwt': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'},200
,devuser,POST,https://localhost:8000/workflow/1/transfer_ownership?user_id=1,,"Headers({'host': 'localhost:8000', 'content-length': '0', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})",,200
,devuser,GET,https://localhost:8000/workflow/1,,"Headers({'host': 'localhost:8000', 'x-token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyLCJleHBpcmVzX2F0IjozNjAwfQ.XmGl6UxrVVq9MJ2B2sbQJ8bn_v5OgD_BYUpd7HGRYTQ'})","{'name': 'owned', 'owner_id': 1, 'description': '', 'definition': {}, 'is_published': False, 'read_shared': [], 'write_shared': [2]}",200
